"occurrenceID","scientificName"
"HJO203","Camassia leichtlinii"
"HJO204","Toxicoscordion venenosum"
"HJO205","Silene coronaria"
"HJO206","Neottia cordata"
"HJO207","Vinca major"
"HJO208","Sedum album"
"HJO209","Santolina chamaecyparissus"
"HJO21","Matricaria discoidea"
"HJO210","Hypericum calycinum"
"HJO211","Cytisus scoparius"
"HJO213","Artemisia campestris"
"HJO214","Trifolium macraei"
"HJO216","Sedum"
"HJO217","Papaver orientale"
"HJO218","Papaver somniferum"
"HJO219","Calendula"
"HJO22","Pseudotsuga menziesii"
"HJO220","Oenothera"
"HJO222","Juncus acuminatus"
"HJO226","Persicaria amphibia emersa"
"HJO227","Hippuris vulgaris"
"HJO228","Lycopus"
"HJO229","Juncus balticus filiformis"
"HJO23","Sedum spathulifolium"
"HJO230","Crataegus douglasii"
"HJO231","Eschscholzia californica"
"HJO232","Conioselinum gmelinii"
"HJO234","Anagallis arvensis"
"HJO235","Festuca myuros"
"HJO24","Juniperus scopulorum"
"HJO240","Symphoricarpos albus"
"HJO241","Rosa gymnocarpa"
"HJO243","Rubus leucodermis"
"HJO244","Heuchera micrantha"
"HJO246","Elymus glaucus"
"HJO248","Lonicera hispidula"
"HJO25","Lonicera ciliosa"
"HJO250","Gaultheria shallon"
"HJO251","Salix scouleriana"
"HJO253","Plantago maritima"
"HJO258","Amelanchier alnifolia"
"HJO260","Madia madioides"
"HJO262","Bromus vulgaris"
"HJO263","Thuja plicata"
"HJO265","Berberis nervosa"
"HJO266","Plantago lanceolata"
"HJO267","Platanthera elegans"
"HJO268","Hordeum brachyantherum"
"HJO269","Cerastium arvense"
"HJO27","Filago germanica"
"HJO270","Cerastium viscosum"
"HJO271","Fritillaria lanceolata"
"HJO272","Festuca rubra"
"HJO273","Luzula campestris"
"HJO275","Lysimachia latifolia"
"HJO276","Polypodium glycyrrhiza"
"HJO277","Festuca occidentalis"
"HJO278","Trisetum canescens"
"HJO279","Rubus ursinus"
"HJO282","Polystichum munitum"
"HJO283","Hieracium albiflorum"
"HJO284","Elymus repens"
"HJO285","Achillea millefolium"
"HJO286","Orobanche uniflorum"
"HJO287","Bromus hordeaceus"
"HJO288","Trifolium willdenovii"
"HJO289","Egeria densa"
"HJO290","Potamogeton richardsonii"
"HJO291","Potamogeton praelongus"
"HJO292","Carex exsiccata"
"HJO294","Agrostis gigantea"
"HJO296","Spiraea douglassii"
"HJO297","Salix lasiandra"
"HJO298","Sparganium emersum"
"HJO3","Lolium perenne"
"HJO301","Myriopphyllum spicatum"
"HJO302","Rubus spectabilis"
"HJO303","Lycopus uniflorus"
"HJO305","Symphyotricum subspicatum"
"HJO306","Carex lasiocarpa"
"HJO307","Scirpus acutus"
"HJO308","Potamogeton robbinsii"
"HJO309","Potamogeton amplifolius"
"HJO31","Bromus sterilis"
"HJO311","Carex cusickii"
"HJO312","Comarum palustre"
"HJO314","Drosera rotundifolia"
"HJO316","Nymphae odorata"
"HJO318","Elodea densa"
"HJO32","Daucus pusillus"
"HJO320","Schoenoplectus acutus"
"HJO321","Spiraea"
"HJO322","Salix"
"HJO323","Alnus"
"HJO327","Agrostis scabra"
"HJO329","Sphagnum"
"HJO330","Carex interior"
"HJO331","Rhododendron groenlandicum"
"HJO334","Spiraea douglasii"
"HJO336","Viola palustris"
"HJO337","Dulichium arundinaceum"
"HJO338","Carex lenticularis"
"HJO342","Juncus ensifolius"
"HJO343","Kalmia polifolia"
"HJO347","Juncus effusus"
"HJO348","Torreyochloa pallida pauciflora"
"HJO35","Vaccinium parvifolium"
"HJO354","Elodea canadensis"
"HJO357","Cicuta douglasii"
"HJO358","Sium suave"
"HJO359","Lysimachia thyrsiflora"
"HJO36","Vicia gigantea"
"HJO362","Cornus sericea"
"HJO369","Nuphar"
"HJO37","Ribes sanguineum"
"HJO370","Oenanthe sarmentosa"
"HJO372","Phalaris arundinacea"
"HJO38","Grindelia integrifolia"
"HJO392","Typha"
"HJO394","Potamogeton robinsii"
"HJO399","Cornus"
"HJO400","Veronica arvensis"
"HJO405","Juncus bufonius"
"HJO406","Plantago elongata"
"HJO409","Sedum oreganum"
"HJO411","Prunella vulgaris"
"HJO412","Fragaria virginiana"
"HJO413","Opuntia fragilis"
"HJO416","Grindellia"
"HJO419","Senecio sylvaticus"
"HJO421","Melica subulata"
"HJO430","Pinus contorta"
"HJO431","Ranunculus occidentalis"
"HJO432","Sanicula crassicaulis"
"HJO433","Ambrosia chamissonis"
"HJO436","Lathyrus japonicus"
"HJO438","Atriplex patula"
"HJO439","Anthoxanthum odoratum"
"HJO44","Acer macrophyllum"
"HJO440","Danthonia"
"HJO442","Carex echinata"
"HJO443","Carex aurea"
"HJO444","Poa trivialis"
"HJO445","Geranium robertianum"
"HJO446","Ranunculus uncinatus"
"HJO448","Galium aparine"
"HJO45","Galium triflorum"
"HJO451","Dichanthelium scribnerianum"
"HJO457","Poa compressa"
"HJO458","Carex rostrata"
"HJO459","Carex canescens"
"HJO46","Lactuca muralis"
"HJO460","Lysichiton"
"HJO464","Sedum acre"
"HJO465","Cotoneaster horizontalis"
"HJO466","Packera macounii"
"HJO467","Campanula medium"
"HJO468","Lycopus americanus"
"HJO47","Verbascum thapsus"
"HJO473","Bromus tectorum"
"HJO479","Cichorium intybus"
"HJO48","Epilobium minutum"
"HJO481","Tragopogon dubius"
"HJO482","Melilotus albus"
"HJO484","Picea sitchensis"
"HJO485","Oplopanax horridus"
"HJO486","Lysichiton americanus"
"HJO489","Polystichum"
"HJO49","Cerastium holosteoides"
"HJO490","Athyrium filix-femina"
"HJO491","Dryopteris expansa"
"HJO495","Pteridium aquilinum"
"HJO497","Kindbergia oregana"
"HJO501","Myosotis latifolia"
"HJO503","Stellaria calycantha"
"HJO505","Equisetum hyemale"
"HJO506","Scirpus microcarpus"
"HJO508","Oenanthe"
"HJO511","Epilobium ciliatum watsonii"
"HJO513","Psuedotsuga menziesii"
"HJO520","Cardamine oligosperma"
"HJO522","Poa pratensis"
"HJO523","Vulpia"
"HJO524","Lonicera involucrata"
"HJO527","Mycelis muralis"
"HJO531","Montia perfoliata"
"HJO532","Luzula parviflora"
"HJO541","Iris pseudacorus"
"HJO543","Torilis japonica"
"HJO544","Osmorhiza berteroi"
"HJO546","Nemophila parviflora"
"HJO548","Claytonia perfoliata"
"HJO550","Montia fontana"
"HJO551","Micranthes integrifolia"
"HJO552","Micranthes rufidula"
"HJO553","Geranium molle"
"HJO557","Lithophragma parviflorum"
"HJO564","Allium"
"HJO567","Racomitrium heterostichum"
"HJO568","Brachythecium"
"HJO569","Umbilicaria"
"HJO570","Mimulus"
"HJO571","Collinsia"
"HJO572","Collinsia parviflora"
"HJO573","Trifolium"
"HJO574","Bromus"
"HJO577","Madia gracilis"
"HJO581","Alchemilla arvensis"
"HJO582","Racomitrium canenscens"
"HJO583","Erodium cicutarium"
"HJO586","Bryum"
"HJO587","Collinsia grandiflora"
"HJO59","Festuca rubra litoralis"
"HJO596","Aphyllon purpureum"
"HJO597","Sinapis arvensis"
"HJO599","Delphinium menziesii"
"HJO602","Rumex"
"HJO604","Melica harfordii"
"HJO608","Vicia sativa"
"HJO61","Barbarea orthoceras"
"HJO615","Racomitrium canescens"
"HJO626","Cystopteris fragilis"
"HJO633","Erythronium oregonum"
"HJO634","Allium acuminatum"
"HJO635","Luzula multiflora"
"HJO64","Arenaria serpyllifolia"
"HJO65","Sisymbrium officinale"
"HJO66","Crepis capillaris"
"HJO72","Veronica serpyllifolia"
"HJO75","Crataegus monogyna"
"HJO77","Plantago major"
"HJO79","Geranium dissectum"
"HJO82","Salicornia depressa"
"HJO86","Puccinellia"
"HJO87","Spergularia canadensis"
"HJO9","Rumex acetosella"
"HJO90","Fragaria vesca"
"HJO91","Ranunculus repens"
"HJO94","Alopecurus geniculatus"
"HJO96","Cirsium vulgare"
"HJO97","Polygonum aviculare"
"HJO98","Rumex crispus"
