"occurrenceID","scientificName"
121,"Juncus balticus"
122,"Myosotis discolor"
123,"Saxifraga cespitosa"
124,"Paxistima myrsinites"
125,"Aira praecox"
126,"Shepherdia canadensis"
127,"Carex pensylvanica"
128,"Cynosurus cristatus"
129,"Marsippospermum gracile"
130,"Cirsium arvense"
131,"Myosotis laxa"
132,"Rubus armeniacus"
133,"Veronica americana"
134,"Geum macrophyllum"
135,"Sherardia arvensis"
136,"Allium cernuum"
137,"Carex deweyana"
138,"Festuca subuliflora"
140,"Selaginella wallacei"
141,"Erythranthe guttata"
142,"Pentagramma triangularis"
143,"Erythranthe alsinoides"
144,"Monotropa uniflora"
145,"Chimaphila umbellata"
146,"Carex lyngbyei"
147,"Arabis glabra"
148,"Malus fusca"
149,"Hypericum anagalloides"
150,"Mentha arvensis"
151,"Urtica dioica"
152,"Alnus rubra"
153,"Stellaria crispa"
154,"Trifolium microcephalum"
155,"Lepidium virginicum"
156,"Taxus brevifolia"
157,"Eriophyllum lanatum"
158,"Sonchus asper"
159,"Clarkia amoena"
160,"Agoseris grandiflora"
161,"Hypochaeris glabra"
162,"Tsuga heterophylla"
163,"Trifolium oliganthum"
164,"Arctium minus"
166,"Rosa nutkana"
167,"Gnaphalium uliginosum"
168,"Lemna minor"
169,"Ranunculus aquatilis"
170,"Prunus emarginata"
171,"Adenocaulon bicolor"
172,"Clinopodium douglasii"
173,"Achlys triphylla"
174,"Populus tremuloides"
175,"Typha latifolia"
176,"Eleocharis palustris"
177,"Veronica officinalis"
178,"Ranunculus flammula"
179,"Campanula scouleri"
180,"Acer glabrum"
182,"Stellaria media"
183,"Myriophyllum"
184,"Potamogeton natans"
185,"Cardamine pensylvanica"
186,"Berberis aquifolium"
187,"Lathyrus nevadensis"
188,"Ranunculus acris"
189,"Anthriscus caucalis"
190,"Phleum pratense"
191,"Nuphar polysepala"
192,"Galium trifidum"
193,"Carex obnupta"
194,"Equisetum arvense"
195,"Veronica scutellata"
196,"Goodyera oblongifolia"
197,"Moehringia macrophylla"
198,"Arabis hirsuta"
199,"Leymus mollis"
200,"Plectritis congesta"
201,"Sedum lanceolatum"
202,"Vicia americana"
203,"Camassia leichtlinii"
204,"Toxicoscordion venenosum"
205,"Silene coronaria"
206,"Neottia cordata"
207,"Vinca major"
208,"Sedum album"
209,"Santolina chamaecyparissus"
210,"Hypericum calycinum"
211,"Cytisus scoparius"
