"archiveID","pageNum","numPage","vName","vSciName","conf","sciName","date","locality","country","stateProvince","island","idQualifier","county","occStatus","habitat","assColl","assCollTaxa","locationRemarks","vTaxonRank","vElevM","vLat","vLon","vUTM","vCoordUncM","numPlantsCode","orgQuantity","orgQtype","occRemarks","phenology","recordedBy","idBy","dataEntryRemarks","index"
27,2,17,"Bro clayt sps","Brachythecium","l","Brachythecium",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,"Southern Gulf Islands","present",NA,NA,NA,"steep. poly 20, [plot confar cliff?]? 260 degrees","genus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,"unable to decipher location remark",28
27,2,18,"Umbilica/ Democaroa","Umbilicaria","l","Umbilicaria",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,"Southern Gulf Islands","present",NA,NA,NA,"steep. poly 20, [plot confar cliff?]? 260 degrees","genus",NA,NA,NA,NA,NA,NA,"dominant","qualitative","dominant",NA,"Harvey Janszen",NA,"unable to decipher location remark",29
27,2,19,"Mimulus","Mimulus","h","Mimulus",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,"Southern Gulf Islands","present",NA,NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,30
27,2,20,"Collinsia","Collinsia","h","Collinsia",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,"Southern Gulf Islands","present",NA,NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,31
27,2,21,"Coll par","Collinsia parviflora","h","Collinsia parviflora",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,"Southern Gulf Islands","present","grass slope below",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,32
27,2,22,"Trif sps","Trifolium","h","Trifolium",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,"Southern Gulf Islands","present","grass slope below",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,33
27,3,1,"Bromus sps","Bromus","h","Bromus",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,"Southern Gulf Islands","present","grass slope below",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,34
27,3,2,"Aira pra","Aira praecox","h","Aira praecox",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,"Southern Gulf Islands","present",NA,NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,35
27,3,3,"Mont par","Montia parvifolia","h","Montia parvifolia",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,"Southern Gulf Islands","present",NA,NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,36
27,3,4,"Madi gra","Madia gracilis","h","Madia gracilis",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,"Southern Gulf Islands","present",NA,NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,37
27,3,5,"Lith par","Lithophragma parviflorum","h","Lithophragma parviflorum",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,"Southern Gulf Islands","present",NA,NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,38
27,3,6,"Gali apa","Galium aparine","h","Galium aparine",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,"Southern Gulf Islands","present",NA,NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,39
27,3,7,"Tori jap","Torilis japonica","h","Torilis japonica",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,"Southern Gulf Islands","present",NA,NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,40
27,3,8,"Apha arv","Aphanes arvensis","h","Alchemilla arvensis",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,"Southern Gulf Islands","present",NA,NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,41
27,3,9,"Raco can","Racomitrium canenscens","m","Racomitrium canenscens",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,"Southern Gulf Islands","present",NA,NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,42
27,3,10,"Erod cic","Erodium cicutarium","h","Erodium cicutarium",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,"Southern Gulf Islands","present",NA,NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,43
27,3,11,"Clarkia amoe","Clarkia amoena","h","Clarkia amoena",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,"Southern Gulf Islands","present",NA,NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,44
27,3,12,"Nemo par","Nemophila parviflora","h","Nemophila parviflora",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,"Southern Gulf Islands","present","on rock w/ seep",NA,NA,"on rock w/ seep. [Mod.]?","species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,"don't understand what ""mod"" means",45
27,3,13,"Bryum sp.","Bryum","h","Bryum",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,"Southern Gulf Islands","present","open seep on sandstone",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,46
27,3,14,"Coll gra","Collinsia grandiflora","m","Collinsia grandiflora",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,"Southern Gulf Islands","present","open seep on sandstone",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,47
27,3,15,"Mimu als","Mimulus alsinoides","m","Erythranthe alsinoides",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,"Southern Gulf Islands","present","open seep on sandstone",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,48
27,3,16,"Card oli","Cardamine oligosperma","h","Cardamine oligosperma",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,"Southern Gulf Islands","present","open seep on sandstone",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,49
27,3,17,"Saxi int","Saxifraga integrifolia","m","Micranthes integrifolia",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,"Southern Gulf Islands","present","open seep on sandstone",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,50
27,3,18,"Sedu lan","Sedum lanceolatum","h","Sedum lanceolatum",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,"Southern Gulf Islands","present","open seep on sandstone",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,51
27,3,19,"Sedu spa","Sedum spathulifolium","h","Sedum spathulifolium",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,"Southern Gulf Islands","present","open seep on sandstone",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,52
27,3,20,"Mimul gut","Mimulus guttata","l","Erythranthe guttata",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,"Southern Gulf Islands","present","open seep on sandstone",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,53
27,3,21,"Lith par","Lithophragma parviflorum","h","Lithophragma parviflorum",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,"Southern Gulf Islands","present","open seep on sandstone",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,54
27,3,23,"Raco can","Racomitrium canenscens","m","Racomitrium canenscens",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,"Southern Gulf Islands","present","open seep on sandstone",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,55
27,3,24,"Orob uni","Orobranche uniflora","m","Aphyllon purpureum",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,"Southern Gulf Islands","present","[prob on lithophagus]?",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,"unable to decipher habitat remark",56
27,3,25,"Bra arv","Brassica arvensis","l","Sinapis arvensis",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,"Southern Gulf Islands","present",NA,NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,"few","qualitative","very little, tufts",NA,"Harvey Janszen",NA,NA,57
27,3,26,"Pent tri","Pentagramma triangularis","m","Pentagramma triangularis",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,"Southern Gulf Islands","present","add. + on grass slope",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,58
27,3,27,"Delp men","Delphinium menziesii","h","Delphinium menziesii",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,"Southern Gulf Islands","present","add. + on grass slope",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,59
27,3,28,"Agoseris gra","Agoseris grandiflora","h","Agoseris grandiflora",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,"Southern Gulf Islands","present","rock above",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,60
27,3,29,"Plec con","Plectritis congesta","m","Plectritis congesta",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,"Southern Gulf Islands","present","rock above",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,61
27,3,30,"Rume ace","Rumex","m","Rumex",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,"Southern Gulf Islands","present","rock above",NA,NA,NA,"genus",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Harvey Janszen",NA,NA,62
27,4,1,"Elym gla","Elymus glaucus","h","Elymus glaucus",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,NA,NA,"ledge up forest, Pseudotsuga menziesii [verts]? to ct with Quercus garryana, Mb, and small Arbutus",NA,NA,"poly 48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unsure what Mb and Ct are - likely trees but not sure which species",63
27,4,2,"Meli har","Melica harfordii","h","Melica harfordii",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,NA,NA,"ledge up forest, Pseudotsuga menziesii [verts]? to ct with Quercus garryana, Mb, and small Arbutus",NA,NA,"poly 48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unsure what Mb and Ct are - likely trees but not sure which species",64
27,4,3,"Bromus st","Bromus sterilis","h","Bromus sterilis",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,NA,NA,"ledge up forest, Pseudotsuga menziesii [verts]? to ct with Quercus garryana, Mb, and small Arbutus",NA,NA,"poly 48",NA,NA,NA,NA,NA,NA,NA,NA,NA,"etc (underlined)after taxon name",NA,NA,NA,"unsure what Mb and Ct are - likely trees but not sure which species",65
27,4,4,"Madia gra","Madia gracilis","h","Madia gracilis",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,NA,NA,"ledge up forest, Pseudotsuga menziesii [verts]? to ct with Quercus garryana, Mb, and small Arbutus",NA,NA,"poly 48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unsure what Mb and Ct are - likely trees but not sure which species",66
27,4,5,"Loni his","Lonicera hispidula","h","Lonicera hispidula",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,NA,NA,"ledge up forest, Pseudotsuga menziesii [verts]? to ct with Quercus garryana, Mb, and small Arbutus",NA,NA,"poly 48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unsure what Mb and Ct are - likely trees but not sure which species",67
27,4,6,"Vici sat","Vicia sativa","h","Vicia sativa",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,NA,NA,"ledge up forest, Pseudotsuga menziesii [verts]? to ct with Quercus garryana, Mb, and small Arbutus",NA,NA,"poly 48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unsure what Mb and Ct are - likely trees but not sure which species",68
27,4,7,"Tori jap","Torilis japonica","h","Torilis japonica",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,NA,NA,"ledge up forest, Pseudotsuga menziesii [verts]? to ct with Quercus garryana, Mb, and small Arbutus",NA,NA,"poly 48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unsure what Mb and Ct are - likely trees but not sure which species",69
27,4,8,"Sani cra","Sanicula crassicaulis","h","Sanicula crassicaulis",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,NA,NA,"ledge up forest, Pseudotsuga menziesii [verts]? to ct with Quercus garryana, Mb, and small Arbutus",NA,NA,"poly 48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unsure what Mb and Ct are - likely trees but not sure which species",70
27,4,9,"Bromus sp.","Bromus","h","Bromus",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,NA,NA,"ledge up forest, Pseudotsuga menziesii [verts]? to ct with Quercus garryana, Mb, and small Arbutus",NA,NA,"next [grassy?], poly 48",NA,NA,NA,NA,NA,NA,NA,NA,NA,"with mixed [infolia]?",NA,NA,NA,"unsure what Mb and Ct are - likely trees but not sure which species",71
27,4,10,"Allium sps","Allium","h","Allium",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,NA,NA,"ledge up forest, Pseudotsuga menziesii [verts]? to ct with Quercus garryana, Mb, and small Arbutus",NA,NA,"next [grassy?], poly 48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unsure what Mb and Ct are - likely trees but not sure which species",72
27,4,11,"Elym gla","Elymus glaucus","h","Elymus glaucus",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,NA,NA,"ledge up forest, Pseudotsuga menziesii [verts]? to ct with Quercus garryana, Mb, and small Arbutus",NA,NA,"next [grassy?], poly 48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unsure what Mb and Ct are - likely trees but not sure which species",73
27,4,12,"Selag wal","Selaginella wallacei","h","Selaginella wallacei",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,NA,NA,"ledge up forest, Pseudotsuga menziesii [verts]? to ct with Quercus garryana, Mb, and small Arbutus",NA,NA,"next [grassy?], poly 48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unsure what Mb and Ct are - likely trees but not sure which species",74
27,4,13,"Raco can","Racomitrium canescens","h","Racomitrium canescens",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,NA,NA,"ledge up forest, Pseudotsuga menziesii [verts]? to ct with Quercus garryana, Mb, and small Arbutus",NA,NA,"next [grassy?], poly 48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unsure what Mb and Ct are - likely trees but not sure which species",75
27,4,14,"Collinsia p","Collinsia parviflora","h","Collinsia parviflora",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,NA,NA,"ledge up forest, Pseudotsuga menziesii [verts]? to ct with Quercus garryana, Mb, and small Arbutus",NA,NA,"next [grassy?], poly 48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unsure what Mb and Ct are - likely trees but not sure which species",76
27,4,15,"Elym gla","Elymus glaucus","h","Elymus glaucus",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,NA,NA,"Quercus garryana woodland with clumps of Pseudotsuga menziesii",NA,NA,"poly 37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77
27,4,16,"Meli har","Melica harfordii","h","Melica harfordii",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,NA,NA,"Quercus garryana woodland with clumps of Pseudotsuga menziesii",NA,NA,"poly 37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78
27,4,17,"Cyno cris","Cynosurus cristatus","h","Cynosurus cristatus",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,NA,NA,"Quercus garryana woodland",NA,NA,"poly 52",NA,NA,NA,NA,NA,NA,NA,NA,NA,"first seen abundant",NA,NA,NA,NA,79
27,4,18,"Festuca rubra","Festuca rubra","h","Festuca rubra",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,NA,NA,"Quercus garryana woodland",NA,NA,"poly 52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80
27,5,1,"Elym gla","Elymus glaucus","h","Elymus glaucus",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,NA,NA,"Quercus garryana woodland, mostly under trees",NA,NA,"poly 52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81
27,5,2,"Bra arv","Brassica arvensis","m","Sinapis arvensis",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,NA,NA,"Quercus garryana woodland, mostly under trees",NA,NA,"poly 52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82
27,5,3,"Lych cor","Lychnis coronaria","h","Silene coronaria",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,NA,NA,"Quercus garryana woodland, mostly under trees",NA,NA,"poly 52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83
27,5,4,"Tori jap","Torilis japonica","h","Torilis japonica",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,NA,NA,"Quercus garryana woodland, mostly under trees",NA,NA,"poly 52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84
27,5,1,"Luzu cam","Luzula campestris","m","Luzula campestris",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,NA,NA,"Quercus garryana woodland, under trees",NA,NA,"poly 52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85
27,5,2,"Cyst fra","Cystopteris fragilis","h","Cystopteris fragilis",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,NA,NA,"Quercus garryana woodland, under oaks",NA,NA,"poly 52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86
27,5,3,"Heuc mic","Heuchera micrantha","h","Heuchera micrantha",20040312,"Galiano","Canada","British Columbia","Galiano Island",NA,NA,NA,"Quercus garryana woodland, foot of shaded cliffs",NA,NA,"poly 52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87
