Element Code,Scientific Name,English Name,Biogeoclimatic Units,Provincial,BC List,Global,COSEWIC,SARA,Provincial FRPA,Land Use Objectives,CDC Mapped Locations - Public,CDC Mapped Locations - Confidential
PDCHE0A0A0,Corispermum pacificum,Pacific bugseed,,SU (2019),Unknown,G2G4 (2000),,,,,,
PDCHE0A040,Corispermum pallasii,Pallas' Bugseed,,SU (2019),Unknown,G4? (2012),,,,,,
PDCHE0A060,Corispermum villosum,hairy bugseed,,S4 (2019),Yellow,G4? (2012),,,,,,
PDCOR01040,Cornus canadensis,bunchberry,,S5 (2019),Yellow,G5 (2016),,,,,,
PDCOR01090,Cornus nuttallii,western flowering dogwood,,S5 (2019),Yellow,G5 (2016),,,,,,
PDCOR010M0,Cornus sanguinea,blood-twig dogwood,,SNA (2019),Exotic,GNR,,,,,,
PDCOR010C0,Cornus sericea,red-osier dogwood,,S5 (2019),Yellow,G5 (2016),,,,,,
PDCOR010E0,Cornus suecica,dwarf bog bunchberry,CMA; CWHvh; CWHwm,S2S3 (2019),Blue,G5 (2016),,,,,,
PDCOR010F0,Cornus unalaschkensis,Alaskan bunchberry,,S5 (2019),Yellow,G5 (2016),,,,,,
PDCAR07011,Corrigiola litoralis ssp. litoralis,strapwort,,SNA (2019),Exotic,GNRTNR,,,,,,
PDFUM03021,Corydalis aurea ssp. aurea,golden corydalis,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDFUM03090,Corydalis pauciflora,few-flowered corydalis,,S5 (2019),Yellow,G5 (2016),,,,,,
PDFUM030A0,Corydalis scouleri,Scouler's corydalis,CDFmm; CWHvh; CWHvm; CWHxm,S3S4 (2019),Yellow,G4 (1991),NAR,,Y,,,
PDBET04020,Corylus avellana,filbert,,SNA (2019),Exotic,GNR,,,,,,
PDBET04033,Corylus cornuta ssp. californica,beaked hazelnut,,S5 (2020),Yellow,G5T5? (1995),,,,,,
PDBET04032,Corylus cornuta ssp. cornuta,beaked hazelnut,,SU (2020),Unknown,G5T5 (2015),,,,,,
NBMUS96010,Coscinodon calyptratus,,,S3S4 (2015),Yellow,G3G5 (2000),,,,,,
NBMUS96020,Coscinodon cribrosus,,BG; IDF,S2 (2015),Red,G3G4 (2015),,,,,,
NBMUS96040,Coscinodon yukonensis,,,SU (2015),Unknown,GNR,,,,,,
PDAST0J050,Cota tinctoria,yellow chamomile,,SNA (2019),Exotic,GNR,,,,,,
PDROS0F0Y0,Cotoneaster dammeri,bearberry cotoneaster,,SNA (2019),Exotic,GNR,,,,,,
PDROS0F0F0,Cotoneaster dielsianus,Diels' cotoneaster,,SNA (2019),Exotic,GNR,,,,,,
PDROS0F0Z0,Cotoneaster divaricatus,spreading cotoneaster,,SNA (2019),Exotic,GNR,,,,,,
PDROS0F020,Cotoneaster franchetii,orange cotoneaster,,SNA (2019),Exotic,GNR,,,,,,
PDROS0F030,Cotoneaster horizontalis,rock cotoneaster,,SNA (2019),Exotic,GNR,,,,,,
PDROS0F0H0,Cotoneaster lacteus,cream-flowered cotoneaster,,SNA (2019),Exotic,GNR,,,,,,
PDROS0F0D0,Cotoneaster lucidus,shiny cotoneaster,,SNA (2019),Exotic,GNR,,,,,,
PDROS0F0C0,Cotoneaster rehderi,puckered-leaved cotoneaster,,SNA (2019),Exotic,GNR,,,,,,
PDROS0F0M0,Cotoneaster salicifolius,willow-leaved cotoneaster,,SNA (2019),Exotic,GNR,,,,,,
PDROS0F070,Cotoneaster simonsii,Himalayan cotoneaster,,SNA (2019),Exotic,GNR,,,,,,
PDROS0F0N0,Cotoneaster sternianus,Stern's cotoneaster,,SNA (2019),Exotic,GNR,,,,,,
PDAST2P020,Cotula coronopifolia,brass buttons,,SNA (2019),Exotic,GNR,,,,,,
PDCRA020C0,Crassula aquatica,pigmyweed,,S4 (2022),Yellow,G5 (2015),,,,,,
PDCRA02040,Crassula connata,Erect Pigmyweed,CDFmm,S2S3 (2019),Blue,G5 (1993),,,,,Y,
PDCRA020A0,Crassula tillaea,mossy stonecrop,,SNA (2019),Exotic,GNR,,,,,,
PDROS0HB50,Crataegus atrovirens,dark-green hawthorn,IDFxh,S3 (2019),Blue,G3 (2019),,,,,,
PDROS0H9E0,Crataegus castlegarensis,Castlegar hawthorn,,S4 (2019),Yellow,G5 (2015),,,,,,
PDROS0HC1A,Crataegus chrysocarpa var. chrysocarpa,fireberry hawthorn,,SU (2020),Unknown,G5TNR,,,,,,
PDROS0H103,Crataegus chrysocarpa var. piperi,fireberry hawthorn,,S3S4 (2015),Yellow,G5T4 (1995),,,,,,
PDROS0H0V4,Crataegus chrysocarpa var. vernonensis,fireberry hawthorn,IDFxh,S2S3 (2015),Blue,G5T2T3 (2015),,,,,,
PDROS0H1H0,Crataegus douglasii,black hawthorn,,S5 (2019),Yellow,G5 (1992),,,,,,
PDROS0HB60,Crataegus enderbyensis,Enderby hawthorn,IDFxh,S3 (2019),Blue,G3 (2019),,,,,,
PDROS0H4Y0,Crataegus gaylussacia,black hawthorn,,S5 (2019),Yellow,G4G5 (2016),,,,,,
PDROS0H7V0,Crataegus macracantha,large-thorned hawthorn,BGxh; IDFmw; IDFxh,S3 (2019),Blue,G5 (2016),,,,,,
PDROS0H871,Crataegus monogyna var. monogyna,common hawthorn,,SNA (2019),Exotic,G5TNR,,,,,,
PDROS0H891,Crataegus okanaganensis var. longispina,Okanagan hawthorn,IDFmw,S2 (2017),Red,G4T2 (2021),,,,,Y,
PDROS0H892,Crataegus okanaganensis var. okanaganensis,Okanagan hawthorn,IDFxh,S3?,Blue,G4TNR,,,,,Y,
PDROS0H893,Crataegus okanaganensis var. wellsii,Okanagan hawthorn,,S3S4,Yellow,G4TNR,,,,,,
PDROS0H7Y0,Crataegus okennonii,O'Kennon's hawthorn,,S4 (2019),Yellow,G2G4 (2002),,,,,,
PDROS0HB70,Crataegus orbicularis,round-leaved hawthorn,IDFmw,S3 (2019),Blue,G3 (2019),,,,,Y,
PDROS0H7Z0,Crataegus phippsii,Phipps' hawthorn,,S3S4 (2019),Yellow,G2G3 (2015),,,,,,
PDROS0HB11,Crataegus sheila-phippsiae var. sheila-phippsiae,Sheila Phipps' hawthorn,IDFmw,S3 (2019),Blue,G3T3 (2019),,,,,Y,
PDROS0HB80,Crataegus shuswapensis,Shuswap hawthorn,,S3S4 (2019),Yellow,G3G4 (2019),,,,,,
PDROS0HB90,Crataegus tenuior,slender red hawthorn,IDFxh,S3 (2019),Blue,GNR,,,,,Y,
NBMUS1W030,Cratoneuron filicinum,,,S4S5 (2011),Yellow,G5 (2015),,,,,,
PDAST2R011,Crepis acuminata ssp. acuminata,long-leaved hawksbeard,ESSFdk,S1 (2019),Red,G5T4T5 (2003),,,,,,
PDAST2R021,Crepis atribarba ssp. atribarba,slender hawksbeard,BGxh; ESSFmw; PPxh,S3 (2019),Blue,G5T5 (1997),,,,,Y,
PDAST2R022,Crepis atribarba ssp. originalis,slender hawksbeard,,S4S5 (2000),Yellow,G5T5 (2016),,,,,,
PDAST2R060,Crepis capillaris,smooth hawksbeard,,SNA (2019),Exotic,GNR,,,,,,
PDAST2R0A2,Crepis modocensis ssp. modocensis,low hawksbeard,BGxh; BGxw; IDFxh; IDFxm; PPxh,SH (2022),Red,G4G5T4 (1987),,,,,Y,
PDAST2R0A3,Crepis modocensis ssp. rostrata,western low hawksbeard,BGxh,S2 (2018),Red,G4G5T3T4 (2016),,,,,Y,
PDAST2R0E5,Crepis occidentalis ssp. conjuncta,western hawksbeard,ESSFxv; IMAunp,S2S3 (2016),Blue,G5T3T5 (2002),,,,,Y,
PDAST2R0E6,Crepis occidentalis ssp. costata,western hawksbeard,,S4 (2001),Yellow,G5T5 (2002),,,,,,
PDAST2R0E7,Crepis occidentalis ssp. occidentalis,western hawksbeard,,S4 (2001),Yellow,G5T5 (2012),,,,,,
PDAST2R0E4,Crepis occidentalis ssp. pumila,gray hawk's-beard,IDFdk,S1 (2011),Red,G5T5 (1996),,,,,Y,
PDAST2R0K7,Crepis runcinata ssp. runcinata,dandelion hawksbeard,,S4? (2019),Yellow,G5T5 (2012),,,,,,
PDAST2R0M0,Crepis tectorum,annual hawksbeard,,SNA (2019),Exotic,GNR,,,,,,
PDAST2R0N1,Crepis vesicaria ssp. taraxacifolia,weedy hawksbeard,,SNA (2019),Exotic,GNRTNR,,,,,,
PDAST2S010,Crocidium multicaule,gold star,,S4 (2019),Yellow,G5 (1988),,,,,,
PMIRI0K020,Crocosmia x crocosmiiflora,montbretia,,SNA (2001),Exotic,GNA (2016),,,,,,
NBMUS1X010,Crossidium aberrans,,,S4 (2015),Yellow,G3G5 (1996),,,,,,
NBMUS1X070,Crossidium seriatum,tiny tassel,PP,S3 (2015),Blue,G2G4 (2009),SC,1-SC (2019),,,Y,
NBHEP04030,Crossocalyx hellerianus,,,S2S3 (2021),Blue,G5 (2017),,,,,,
PDRUB3M010,Cruciata pedemontana,Piedmont-bedstraw,,SNA (2019),Exotic,GNR,,,,,,
NBMUS1Y020,Crumia latifolia,,CDF; CWHwh,S3 (2015),Blue,G3 (1999),,,,,,
PMPOA1S020,Crypsis alopecuroides,foxtail pricklegrass,,SNA (2019),Exotic,GNR,,,,,,
PDBOR0A020,Cryptantha affinis,common cryptantha,,S4S5 (2019),Yellow,G5? (2019),,,,,,
PDBOR0A040,Cryptantha ambigua,obscure cryptantha,,S4 (2019),Yellow,G4 (1988),,,,,,
PDBOR0A362,Cryptantha torreyana var. torreyana,Torrey's cryptantha,,S5,Yellow,G5TNR,,,,,,
PDBOR0A3C0,Cryptantha watsonii,Watson's cryptantha,BGxh,S3 (2019),Blue,G5 (1988),,,,,Y,
PPADI0B030,Cryptogramma acrostichoides,parsley fern,,S5 (2019),Yellow,G5 (2016),,,,,,
PPADI0B040,Cryptogramma cascadensis,Cascade parsley fern,,S3S4 (2019),Yellow,G5 (2011),,,,,,
PPADI0B050,Cryptogramma sitchensis,Sitka parsley fern,,S4 (2019),Yellow,G4 (2011),,,,,,
PPADI0B020,Cryptogramma stelleri,slender rock-brake,,S4S5 (2019),Yellow,G5 (2016),,,,,,
NBMUS20030,Ctenidium schofieldii,,,S3S4 (2015),Yellow,G3G4 (2011),,,,,,
PDCUS01030,Cuscuta approximata,clustered dodder,,SNA (2019),Exotic,GNR,,,,,,
PDCUS011S0,Cuscuta campestris,field dodder,,S4 (2019),Yellow,G5 (2007),,,,,,
PDCUS010B0,Cuscuta cephalanthi,button-bush dodder,,SU (2019),Unknown,G5 (1984),,,,,,
PDCUS010K1,Cuscuta epithymum var. epithymum,common dodder,,SNA,Exotic,GNRTNR,,,,,,
PDCUS011A1,Cuscuta pacifica var. pacifica,salt marsh dodder,,S4 (2019),Yellow,G5TNR,,,,,,
PDAST580E0,Cyclachaena xanthiifolia,marsh-elder,,SNA (2019),Exotic,G5 (2016),,,,,,
PDPRI0C010,Cyclamen hederifolium,cyclamen,,SNA (2019),Exotic,GNR,,,,,,
PDSCR0K011,Cymbalaria muralis ssp. muralis,ivy-leaved toadflax,,SNA,Exotic,GNRTNR,,,,,,
PMPOA1W020,Cynodon dactylon,Bermuda grass,,SNA (2019),Exotic,GNR (1994),,,,,,
NBMUS22020,Cynodontium jenneri,,,S4S5 (2011),Yellow,G5 (2015),,,,,,
NBMUS22070,Cynodontium polycarpon,,,SU (2015),Unknown,G3G5 (2000),,,,,,
NBMUS22040,Cynodontium strumiferum,,,S3S4 (2011),Yellow,G5 (2015),,,,,,
NBMUS22090,Cynodontium strumulosum,,,SU (2015),Unknown,GU (2016),,,,,,
NBMUS22050,Cynodontium tenellum,,,S3S4 (2015),Yellow,G5 (2015),,,,,,
PDBOR0B070,Cynoglossum officinale,common hound's-tongue,,SNA (2019),Exotic,GNR,,,,,,
PMPOA1X010,Cynosurus cristatus,crested dogtail,,SNA (2019),Exotic,GNR,,,,,,
PMPOA1X020,Cynosurus echinatus,hedgehog dogtail,,SNA (2019),Exotic,GNR,,,,,,
PMCYP06010,Cyperus acuminatus,taper-tip flatsedge,,SU (2019),Unknown,G5 (2012),,,,,,
PMCYP060Z0,Cyperus erythrorhizos,red-rooted cyperus,,S3S4 (2019),Yellow,G5 (2016),,,,,,
PMCYP06101,Cyperus esculentus var. leptostachyus,yellow nut-grass,,SNA (2019),Exotic,G5T5 (2016),,,,,,
PMCYP06340,Cyperus rotundus,purple nutsedge,,SNA (2020),Exotic,G5 (2006),,,,,,
PMCYP064B0,Cyperus squarrosus,awned cyperus,,S4 (2019),Yellow,G5 (2016),,,,,,
PMCYP063D0,Cyperus strigosus,straw-coloured flatsedge,,SNA (2019),Exotic,G5 (2016),,,,,,
PMORC0Q080,Cypripedium montanum,mountain lady's-slipper,,S4S5 (2019),Yellow,G4G5 (2019),,,,,,
PMORC0Q093,Cypripedium parviflorum var. makasin,yellow lady's-slipper,,SU (2020),Unknown,G5T4T5 (2016),,,,,,
PMORC0Q092,Cypripedium parviflorum var. pubescens,yellow lady's-slipper,,S5? (2020),Yellow,G5T5 (2016),,,,,,
PMORC0Q0A0,Cypripedium passerinum,sparrow's-egg lady's-slipper,,S4S5 (2019),Yellow,G5 (2016),,,,,,
PMORC0Q0M0,Cypripedium x columbianum,Columbia lady's-slipper,,SNA,No Status,GNA (1996),,,,,,
NBMUS9R010,Cyrtomnium hymenophylloides,,,S4 (2015),Yellow,G5? (1996),,,,,,
NBMUS9R020,Cyrtomnium hymenophyllum,,,S4 (2015),Yellow,G5 (2017),,,,,,
PPDRY07030,Cystopteris fragilis,fragile fern,,S5 (2019),Yellow,G5 (2016),,,,,,
PPDRY07050,Cystopteris montana,mountain bladder fern,,S5 (2019),Yellow,G5 (2019),,,,,,
PDFAB18040,Cytisus multiflorus,Spanish broom,,SNA,Exotic,GNR,,,,,,
PDFAB18060,Cytisus scoparius,Scotch broom,,SNA (2019),Exotic,GNR,,,,,,
PDFAB18100,Cytisus striatus,striated broom,,SNA (2019),Exotic,GNR,,,,,,
PMPOA1Y020,Dactylis glomerata,orchard grass,,SNA (2019),Exotic,GNR,,,,,,
PMORC0K010,Dactylorhiza viridis,long-bracted frog orchid,,S5 (2019),Yellow,G5 (2016),,,,,,
NBMUS23010,Daltonia splachnoides,Dalton's moss,CWH,S1 (2015),Red,GU (2020),E,,,,Y,
PMPOA20010,Danthonia californica,California oatgrass,,S5 (2019),Yellow,G5 (2016),,,,,,
PMPOA200D0,Danthonia decumbens,heathergrass,,SNA (2019),Exotic,GNR,,,,,,
PMPOA20041,Danthonia intermedia ssp. intermedia,timber oatgrass,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PMPOA200A0,Danthonia spicata,poverty oatgrass,,S5 (2019),Yellow,G5 (2016),,,,,,
PMPOA200B0,Danthonia unispicata,one-spike oatgrass,,S5 (2019),Yellow,G5 (2019),,,,,,
PDTHY01010,Daphne laureola,spurge-laurel,,SNA (2019),Exotic,GNR,,,,,,
PDTHY01020,Daphne mezereum,February daphne,,SNA (2019),Exotic,GNR,,,,,,
PDROS2C010,Dasiphora fruticosa,shrubby cinquefoil,,S5 (2019),Yellow,G5 (2015),,,,,,
PDSOL09030,Datura innoxia,angel's trumpet,,SNA (2019),Exotic,G5 (1993),,,,,,
PDSOL09060,Datura stramonium,jimsonweed,,SNA (2019),Exotic,GU (1994),,,,,,
PDAPI0X010,Daucus carota,wild carrot,,SNA (2019),Exotic,GNR (1994),,,,,,
PDAPI0X020,Daucus pusillus,American wild carrot,,S5 (2019),Yellow,G5 (2016),,,,,,
PDRAN0B072,Delphinium bicolor ssp. bicolor,Montana larkspur,ESSFdk; ESSFdkp; ESSFmcp; ICHdw; ICHmw; IDFdm; MSdk,S3 (2019),Blue,G4G5T4T5 (2016),,,,,Y,
PDRAN0B2E0,Delphinium distichum,meadow larkspur,,S4 (2019),Yellow,G4 (2016),,,,,,
PDRAN0B0H0,Delphinium elatum,candle larkspur,,SNA (2019),Exotic,GNR (1994),,,,,,
PDRAN0B0P0,Delphinium glaucum,tall larkspur,,S5 (2019),Yellow,G5 (2016),,,,,,
PDRAN0B121,Delphinium menziesii ssp. menziesii,Menzies' larkspur,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDRAN0B170,Delphinium nuttallianum,upland larkspur,,S5 (2019),Yellow,G5 (2016),,,,,,
PDRAN0B2F0,Delphinium sutherlandii,Sutherland's larkspur,,S4 (2019),Yellow,GNR,,,,,,
NBMUS24010,Dendroalsia abietina,,,S3S4 (2015),Yellow,G4 (1992),,,,,,
NBHEP0A0A0,Dendrobazzania griffithiana,,,S1S2 (2021),Red,G1G2 (2011),,,,,,
PPLYC010B0,Dendrolycopodium dendroideum,ground-pine,,S5 (2019),Yellow,G5 (2016),,,,,,
PMPOA22056,Deschampsia cespitosa ssp. beringensis,tufted hairgrass,,S5 (2020),Yellow,G5 (2015),,,,,,
PMPOA220H1,Deschampsia cespitosa ssp. cespitosa,tufted hairgrass,,S5 (2020),Yellow,G5T5 (2016),,,,,,
PMPOA22070,Deschampsia danthonioides,annual hairgrass,,S5 (2019),Yellow,G5 (2016),,,,,,
PMPOA22080,Deschampsia elongata,slender hairgrass,,S5 (2019),Yellow,G5 (2016),,,,,,
PDBRA0X0E0,Descurainia incana,mountain tansymustard,,S5 (2019),Yellow,G5 (2016),,,,,,
PDBRA0X0C1,Descurainia incisa ssp. incisa,Richardson's tansymustard,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDBRA0X03C,Descurainia longepedicellata,western tansymustard,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDBRA0X03H,Descurainia nelsonii,Nelson's tansymustard,,S5 (2019),Yellow,G5T3T5 (2003),,,,,,
PDBRA0X0D1,Descurainia pinnata ssp. brachycarpa,short-fruited tansymustard,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDBRA0X050,Descurainia sophia,flixweed,,SNA (2019),Exotic,GNR,,,,,,
PDBRA0X060,Descurainia sophioides,northern tansymustard,,SU (2019),Unknown,G5 (2016),,,,,Y,
PDCAR08011,Dianthus armeria ssp. armeria,Deptford pink,,SNA (2019),Exotic,GNRTNR,,,,,,
PDCAR08021,Dianthus barbatus ssp. barbatus,sweet William,,SNA (2019),Exotic,GNRTNR,,,,,,
PDCAR08041,Dianthus deltoides ssp. deltoides,maiden pink,,SNA (2019),Exotic,GNRTNR,,,,,,
PDDIA01012,Diapensia obovata,diapensia,BAFAunp; CMA,S3 (2019),Blue,G5 (2016),,,,,Y,
PDFUM04051,Dicentra formosa ssp. formosa,Pacific bleeding heart,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDFUM040A0,Dicentra uniflora,steer's head,,S3S4 (2019),Yellow,G4? (1995),,,,,,
PMPOA24022,Dichanthelium acuminatum var. fasciculatum,western witchgrass,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PMPOA240Q2,Dichanthelium oligosanthes ssp. scribnerianum,Scribner's witchgrass,,S5 (2019),Yellow,G5T5 (2016),,,,,,
NBMUS26020,Dichelyma falcatum,,,S3S4 (2015),Yellow,G5 (2017),,,,,,
NBMUS26040,Dichelyma uncinatum,,,S3S4 (2015),Yellow,G3G5 (2000),,,,,,
NBMUS27010,Dichodontium olympicum,,,S4 (2015),Yellow,G3G5 (2000),,,,,,
NBMUS27020,Dichodontium pellucidum,,,S5 (2015),Yellow,G5 (2014),,,,,,
NBMUS28010,Dicranella cerviculata,,,S4 (2015),Yellow,G5 (2015),,,,,,
NBMUS28020,Dicranella crispa,,,S4 (2015),Yellow,G5 (2015),,,,,,
NBMUS28040,Dicranella heteromalla,,,S4S5 (2011),Yellow,G5 (2015),,,,,,
NBMUS28070,Dicranella pacifica,,,S4 (2015),Yellow,G4 (1992),,,,,,
NBMUS28090,Dicranella rufescens,,,S4 (2015),Yellow,G5? (2000),,,,,,
NBMUS280M0,Dicranella schreberiana,,,S4S5 (2011),Yellow,G5 (2017),,,,,,
NBMUS280N0,Dicranella subulata,,,S4 (2015),Yellow,G5 (2017),,,,,,
NBMUS280P0,Dicranella varia,,,S4 (2015),Yellow,G5 (2015),,,,,,
NBMUS29010,Dicranodontium asperulum,,CWH; MH,S3 (2015),Blue,G4G5 (1991),,,,,,
NBMUS29020,Dicranodontium denudatum,,,S4 (2015),Yellow,G4G5 (2015),,,,,,
NBMUS29030,Dicranodontium uncinatum,,,S4 (2015),Yellow,G5? (2000),,,,,,
NBMUS2A010,Dicranoweisia cirrata,,,S4S5 (2015),Yellow,G4G5 (2015),,,,,,
NBMUS2B010,Dicranum acutifolium,,,S4S5 (2015),Yellow,G5 (2015),,,,,,
NBMUS2B030,Dicranum bonjeanii,,,S4 (2015),Yellow,G5 (2017),,,,,,
NBMUS2B0U0,Dicranum brevifolium,,,S3S4 (2015),Yellow,G5 (2015),,,,,,
NBMUS2B050,Dicranum elongatum,,,S4 (2015),Yellow,G5 (2015),,,,,,
NBMUS2B070,Dicranum fragilifolium,,,S4 (2015),Yellow,G4G5 (1991),,,,,,
NBMUS2B091,Dicranum fuscescens var. flexicaule,,,S1 (2011),Red,G5TNR,,,,,,
NBMUS2B092,Dicranum fuscescens var. fuscescens,,,S5 (2011),Yellow,G5T5 (2016),,,,,,
NBMUS2B0A0,Dicranum groenlandicum,,,S3S4 (2015),Yellow,G5 (2015),,,,,,
NBMUS2B120,Dicranum howellii,,,S4S5 (2011),Yellow,G4G5 (2015),,,,,,
NBMUS2B0W0,Dicranum leioneuron,,,SU (2011),Unknown,G5 (2017),,,,,,
NBMUS2B0C1,Dicranum majus var. majus,,,S4S5 (2011),Yellow,G5T5 (2015),,,,,,
NBMUS2B0C2,Dicranum majus var. orthophyllum,,SWB,S1S2 (2011),Red,G5TNR (2015),,,,,,
NBMUS2B0E0,Dicranum muehlenbeckii,,,S4S5 (2011),Yellow,G5 (2015),,,,,,
NBMUS2B0F0,Dicranum pallidisetum,,,S4S5 (2011),Yellow,GU (2000),,,,,,
NBMUS2B0G0,Dicranum polysetum,,,S5? (2015),Yellow,G5 (2015),,,,,,
NBMUS2B0K0,Dicranum scoparium,,,S5 (2015),Yellow,G5 (2015),,,,,,
NBMUS2B0L0,Dicranum spadiceum,,,S4 (2015),Yellow,G5 (2015),,,,,,
NBMUS2B0N0,Dicranum tauricum,,,S5 (2015),Yellow,G4G5 (2015),,,,,,
NBMUS2B0P0,Dicranum undulatum,,,S4 (2015),Yellow,G5 (2015),,,,,,
NBMUS2C010,Didymodon asperifolius,,SWB,S2 (2015),Red,G4G5 (2017),,,,,,
NBMUS2C0L0,Didymodon brachyphyllus,,BG; IDF; PP,S1S2 (2015),Red,GNR,,,,,,
NBMUS2C0K0,Didymodon eckeliae,,,S4 (2015),Yellow,GNR,,,,,,
NBMUS2C0B1,Didymodon fallax,,,S4 (2015),Yellow,G5 (2017),,,,,,
NBMUS2C0B2,Didymodon ferrugineus,,,S4 (2015),Yellow,G5 (2015),,,,,,
NBMUS2C030,Didymodon johansenii,,SWB,S2S3 (2015),Blue,G5? (2000),,,,,,
NBMUS2C040,Didymodon leskeoides,,CWH,S1 (2015),Red,G2G4 (2000),,,,,,
NBMUS2C0C0,Didymodon maschalogena,,,S1 (2015),Red,G1G2 (1999),,,,,,
NBMUS2C0M0,Didymodon murrayae,,,SU (2015),Unknown,GNR,,,,,,
NBMUS2C0G0,Didymodon nevadensis,,,S4 (2015),Yellow,G4 (2014),,,,,,
NBMUS2C0A4,Didymodon nicholsonii,,,S1 (2015),Red,GNR (2015),,,,,,
NBMUS2C0F0,Didymodon nigrescens,,,S3S4 (2015),Yellow,G3G5 (2000),,,,,,
NBMUS2C0H0,Didymodon norrisii,,,S1S3 (2015),Red,G4 (2014),,,,,,
NBMUS2C067,Didymodon rigidulus var. gracilis,,,S3S4 (2011),Yellow,G5TNR,,,,,,
NBMUS2C063,Didymodon rigidulus var. icmadophilus,,BG; ESSF; PP; SWBmk,S2S3 (2011),Blue,G5TNR,,,,,,
NBMUS2C062,Didymodon rigidulus var. rigidulus,,,S3S4 (2011),Yellow,G5T4? (1996),,,,,,
NBMUS2C090,Didymodon subandreaeoides,,CWH; ESSF,S1S3 (2015),Red,G4G5 (2015),,,,,,
NBMUS2C070,Didymodon tophaceus,,,S3S4 (2011),Yellow,G5 (1991),,,,,,
NBMUS2C0A5,Didymodon vinealis var. rubiginosus,,,S3? (2011),Blue,G5TNR,,,,,,
NBMUS2C0P1,Didymodon vinealis var. vinealis,,,S5 (2011),Yellow,G5TNR,,,,,,
PDAST640B4,Dieteria canescens var. canescens,hoary aster,,S3S4 (2019),Yellow,G5T5 (2012),,,,,,
PDSCR0M040,Digitalis purpurea,common foxglove,,SNA (2019),Exotic,GNR,,,,,,
PDSCR0M042,Digitalis purpurea ssp. purpurea,common foxglove,,SNA (2019),Exotic,GNRTNR,,,,,,
PMPOA270J0,Digitaria ischaemum,smooth crabgrass,,SNA (2019),Exotic,GNR,,,,,,
PMPOA270S0,Digitaria sanguinalis,hairy crabgrass,,SNA (2019),Exotic,G5 (1994),,,,,,
NBMUS28080,Diobelonella palustris,,,S4S5 (2011),Yellow,G5 (2015),,,,,,
PPLYC01020,Diphasiastrum alpinum,alpine club-moss,,S5 (2019),Yellow,G5 (2015),,,,,,
PPLYC01090,Diphasiastrum complanatum,ground-cedar,,S5 (2019),Yellow,G5 (2016),,,,,,
PPLYC01100,Diphasiastrum sitchense,Alaska club-moss,,S5 (2019),Yellow,G5 (2016),,,,,,
NBMUS2D020,Diphyscium foliosum,,CWH,S2S3 (2015),Blue,G5 (2016),,,,,,
NBHEP15010,Diplophyllum albicans,,,S5 (2021),Yellow,G5 (2002),,,,,,
NBHEP15070,Diplophyllum obtusifolium,,,S3 (2021),Blue,G4G5 (1999),,,,,,
NBHEP15093,Diplophyllum taxifolium var. taxifolium,,,S4 (2021),Yellow,G5T5 (1993),,,,,,
PDBRA0Z020,Diplotaxis muralis,stinking wallrocket,,SNA (2019),Exotic,GNR,,,,,,
PDBRA0Z030,Diplotaxis tenuifolia,slime-leaf wallrocket,,SNA (2019),Exotic,GNR,,,,,,
PDDIP02010,Dipsacus fullonum,Fuller's teasel,,SNA (2019),Exotic,GNR,,,,,,
NBMUS2E010,Discelium nudum,,CDF; CWH,S1 (2015),Red,G3G4 (1999),,,,,,
NBMUS2F010,Distichium capillaceum,,,S5 (2015),Yellow,G5 (2015),,,,,,
NBMUS2F030,Distichium inclinatum,,,S4 (2015),Yellow,G5 (2015),,,,,,
PMPOA2B010,Distichlis spicata,alkali saltgrass,,S5 (2019),Yellow,G5 (2016),,,,,,
NBMUS2G010,Ditrichum ambiguum,,,S3S4 (2011),Yellow,G4? (1999),,,,,,
NBMUS2G0D0,Ditrichum flexicaule,,,S4S5 (2015),Yellow,G5 (2015),,,,,,
NBMUS2G0E0,Ditrichum heteromallum,,,S4S5 (2011),Yellow,GNR,,,,,,
NBMUS2G050,Ditrichum montanum,,,S3S4 (2011),Yellow,GU (2000),,,,,,
NBMUS2G070,Ditrichum pusillum,,,S3S4 (2011),Yellow,G5 (2016),,,,,,
NBMUS2G090,Ditrichum schimperi,,CWH,S2S3 (2015),Blue,G3G5 (2000),,,,,,
PDASTEC040,Doellingeria engelmannii,Engelmann's aster,,S5 (2019),Yellow,G5 (2019),,,,,,
PDASTEC080,Doellingeria paucicapitata,Olympic mountain aster,,S3S4 (2022),Yellow,G3G4 (2019),,,,,,
PDAST31020,Doronicum pardalianches,great leopard's-bane,,SNA (2019),Exotic,GNR,,,,,,
PDAST31030,Doronicum plantagineum,plantain-leaved leopard's-bane,,SNA,Exotic,GNR,,,,,,
PDAST31040,Doronicum x 1,hybrid plantain-leaved leopard's-bane,,SNA (2021),Exotic,GNA,,,,,,
PDPRI04020,Douglasia gormanii,Gorman's douglasia,BAFAun; BWBSdk,S2S3 (2019),Blue,G4 (2015),,,,,Y,
