"archiveID","pageNum","numPage","vName","vSciName","conf","sciName","date","locality","country","stateProvince","island","idQualifier","county","occStatus","habitat","assCollTaxa","assColl","locationRemarks","vTaxonRank","vElevM","vLat","vLon","vUTM","vCoordUncM","numPlantsCode","orgQuantity","orgQtype","occRemarks","phenology","recordedBy","idBy","dataEntryRemarks","index"
9,7,15,"Scirpus m","Scirpus microcarpus","l","Scirpus microcarpus",20000310,"Sidney Island; south east corner to west","Canada","British Columbia","Sidney Island",NA,NA,NA,"open Pseudotsuga menziesii and Tsuga heterophylla, shore of small pond",NA,NA,"shore of small pond",NA,NA,NA,NA,NA,NA,NA,NA,NA,"weland and forest survey for government",NA,NA,NA,NA,15
9,7,16,"Lemna minor","Lemna minor","h","Lemna minor",20000310,"Sidney Island; south east corner to west","Canada","British Columbia","Sidney Island",NA,NA,NA,"open Pseudotsuga menziesii and Tsuga heterophylla, open water of small pond",NA,NA,"open water of small pond",NA,NA,NA,NA,NA,NA,NA,NA,NA,"weland and forest survey for government",NA,NA,NA,NA,16
9,7,17,"Oenanthe","Oenanthe","h","Oenanthe",20000310,"Sidney Island; south east corner to west","Canada","British Columbia","Sidney Island",NA,NA,NA,"open Pseudotsuga menziesii and Tsuga heterophylla, open water of small pond",NA,NA,"open water of small pond",NA,NA,NA,NA,NA,NA,0,NA,NA,"weland and forest survey for government",NA,NA,NA,NA,17
9,7,18,"Typha","Typha","h","Typha",20000310,"Sidney Island; south east corner to west","Canada","British Columbia","Sidney Island",NA,NA,NA,"open Pseudotsuga menziesii and Tsuga heterophylla, open water of small pond",NA,NA,"open water of small pond",NA,NA,NA,NA,NA,NA,NA,NA,NA,"weland and forest survey for government",NA,NA,NA,NA,18
9,7,19,"Carex ob","Carex obnupta","h","Carex obnupta",20000310,"Sidney Island; south east corner to west","Canada","British Columbia","Sidney Island",NA,NA,NA,"open Pseudotsuga menziesii and Tsuga heterophylla, open water of small pond",NA,NA,"open water of small pond",NA,NA,NA,NA,NA,NA,NA,NA,NA,"weland and forest survey for government",NA,NA,NA,NA,19
9,7,20,"Epilobium watsonii","Epilobium watsonii","h","Epilobium ciliatum watsonii",20000310,"Sidney Island; south east corner to west","Canada","British Columbia","Sidney Island",NA,NA,NA,"open Pseudotsuga menziesii and Tsuga heterophylla, open water of small pond",NA,NA,"open water of small pond",NA,NA,NA,NA,NA,NA,NA,NA,NA,"weland and forest survey for government",NA,NA,NA,NA,20
9,7,21,"Rubus spectabilis","Rubus spectabilis","h","Rubus spectabilis",20000310,"Sidney Island; south east corner to west","Canada","British Columbia","Sidney Island",NA,NA,NA,"open Pseudotsuga menziesii and Tsuga heterophylla",NA,NA,"in forest well above pool, below road",NA,NA,NA,NA,NA,NA,NA,1,"count","weland and forest survey for government",NA,NA,NA,NA,21
9,24,1,"Psuedotsuga menziesii","Psuedotsuga menziesii","h","Psuedotsuga menziesii",20000411,"Sidney Island; west end sand bank shore","Canada","British Columbia","Sidney Island",NA,NA,NA,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"% cover",NA,NA,NA,NA,NA,22
9,24,2,"Quercus garryana","Quercus garryana","h","Quercus garryana",20000411,"Sidney Island; west end sand bank shore","Canada","British Columbia","Sidney Island",NA,NA,NA,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"count",NA,NA,NA,NA,NA,23
9,24,3,"Acer macrophyllum","Acer macrophyllum","h","Acer macrophyllum",20000411,"Sidney Island; west end sand bank shore","Canada","British Columbia","Sidney Island",NA,NA,NA,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"count",NA,NA,NA,NA,NA,24
9,24,4,"Acer glabrum","Acer glabrum","h","Acer glabrum",20000411,"Sidney Island; west end sand bank shore","Canada","British Columbia","Sidney Island",NA,NA,NA,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"count",NA,NA,NA,NA,NA,25
9,24,5,"Arbutus menziesii","Arbutus menziesii","h","Arbutus menziesii",20000411,"Sidney Island; west end sand bank shore","Canada","British Columbia","Sidney Island",NA,NA,NA,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"count",NA,NA,NA,NA,NA,26
9,24,6,"Salix scouleriana","Salix scouleriana","h","Salix scouleriana",20000411,"Sidney Island; west end sand bank shore","Canada","British Columbia","Sidney Island",NA,NA,NA,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"count",NA,NA,NA,NA,NA,27
9,24,7,"Cerastium viscosum","Cerastium viscosum","h","Cerastium holosteoides",20000411,"Sidney Island; west end sand bank shore","Canada","British Columbia","Sidney Island",NA,NA,NA,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge, very thin understory",NA,NA,"slope 70 %",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
9,24,8,"Cardamine olig","Cardamine oligosperma","h","Cardamine oligosperma",20000411,"Sidney Island; west end sand bank shore","Canada","British Columbia","Sidney Island",NA,NA,NA,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge, very thin understory",NA,NA,"slope 70 %",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,29
9,24,9,"Montia parvifolia","Montia parvifolia","m","Montia parvifolia",20000411,"Sidney Island; west end sand bank shore","Canada","British Columbia","Sidney Island",NA,NA,NA,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge, very thin understory",NA,NA,"slope 70 %",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,30
9,24,10,"Poa pratensis","Poa pratensis","h","Poa pratensis",20000411,"Sidney Island; west end sand bank shore","Canada","British Columbia","Sidney Island",NA,NA,NA,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge, very thin understory",NA,NA,"slope 70 %",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,31
9,24,11,"Vulpia sp.","Vulpia","h","Vulpia",20000411,"Sidney Island; west end sand bank shore","Canada","British Columbia","Sidney Island",NA,NA,NA,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge, very thin understory",NA,NA,"slope 70 %",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,32
9,24,12,"Lonicera [l]?","Lonicera ledebourii","l","Lonicera involucrata",20000411,"Sidney Island; west end sand bank shore","Canada","British Columbia","Sidney Island",NA,NA,NA,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge, very thin understory",NA,NA,"slope 70 %",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,33
9,24,13,"Cytisus","Cytisus scoparius","h","Cytisus scoparius",20000411,"Sidney Island; west end sand bank shore","Canada","British Columbia","Sidney Island",NA,NA,NA,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge, very thin understory",NA,NA,"slope 70 %",NA,NA,NA,NA,NA,NA,NA,2,"count",NA,NA,NA,NA,NA,34
9,24,14,"Kindbergia oregana","Kindbergia oregana","h","Kindbergia oregana",20000411,"Sidney Island; west end sand bank shore","Canada","British Columbia","Sidney Island",NA,NA,NA,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge, very thin understory",NA,NA,"slope 70 %",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,35
9,24,15,"Lactuca m","Lactuca muralis","h","Mycelis muralis",20000411,"Sidney Island; west end sand bank shore","Canada","British Columbia","Sidney Island",NA,NA,NA,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge, very thin understory",NA,NA,"slope 70 %",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
9,24,16,"Hypochaeris r","Hypochaeris radicata","h","Hypochaeris radicata",20000411,"Sidney Island; west end sand bank shore","Canada","British Columbia","Sidney Island",NA,NA,NA,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge, very thin understory",NA,NA,"slope 70 %",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
9,24,17,"Taraxacum off","Taraxacum officinale","h","Taraxacum officinale",20000411,"Sidney Island; west end sand bank shore","Canada","British Columbia","Sidney Island",NA,NA,NA,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge, very thin understory",NA,NA,"slope 70 %",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,38
9,24,18,"Stellaria media","Stellaria media","h","Stellaria media",20000411,"Sidney Island; west end sand bank shore","Canada","British Columbia","Sidney Island",NA,NA,NA,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge, very thin understory",NA,NA,"slope 70 %",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,39
9,24,19,"Montia perf","Montia perfoliata","h","Montia perfoliata",20000411,"Sidney Island; west end sand bank shore","Canada","British Columbia","Sidney Island",NA,NA,NA,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge, very thin understory",NA,NA,"slope 70 %",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,40
9,24,20,"Luzula p","Luzula parviflora","l","Luzula parviflora",20000411,"Sidney Island; west end sand bank shore","Canada","British Columbia","Sidney Island",NA,NA,NA,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge, very thin understory",NA,NA,"slope 70 %",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,41
9,24,21,"Symphoricarpos a","Symphoricarpos albus","h","Symphoricarpos albus",20000411,"Sidney Island; west end sand bank shore","Canada","British Columbia","Sidney Island",NA,NA,NA,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge, very thin understory",NA,NA,"slope 70 %",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,42
9,24,22,"Holodiscus","Holodiscus discolor","m","Holodiscus discolor",20000411,"Sidney Island; west end sand bank shore","Canada","British Columbia","Sidney Island",NA,NA,NA,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge, very thin understory",NA,NA,"slope 70 %",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,43
9,24,23,"Hieracium alb","Hieracium albiflorum","m","Hieracium albiflorum",20000411,"Sidney Island; west end sand bank shore","Canada","British Columbia","Sidney Island",NA,NA,NA,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge, very thin understory",NA,NA,"slope 70 %",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,44
9,24,24,"Quercus garryana","Quercus garryana","h","Quercus garryana",20000411,"Sidney Island; west end sand bank shore","Canada","British Columbia","Sidney Island",NA,NA,NA,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge, very thin understory",NA,NA,"slope 70 %",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,45
9,24,25,"Arbutus menziesii","Arbutus menziesii","h","Arbutus menziesii",20000411,"Sidney Island; west end sand bank shore","Canada","British Columbia","Sidney Island",NA,NA,NA,"gravel open bluff",NA,NA,"slope 90 %",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,46
9,24,26,"Acer macrophyllum","Acer macrophyllum","h","Acer macrophyllum",20000411,"Sidney Island; west end sand bank shore","Canada","British Columbia","Sidney Island",NA,NA,NA,"gravel open bluff",NA,NA,"slope 90 %",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,47
9,24,27,"Cytisus","Cytisus scoparius","h","Cytisus scoparius",20000411,"Sidney Island; west end sand bank shore","Canada","British Columbia","Sidney Island",NA,NA,NA,"gravel open bluff",NA,NA,"slope 90 %",NA,NA,NA,NA,NA,NA,NA,50,"% cover",NA,NA,NA,NA,NA,48
9,24,28,"Mahonia aquifolium","Mahonia aquifolium","h","Berberis aquifolium",20000411,"Sidney Island; west end sand bank shore","Canada","British Columbia","Sidney Island",NA,NA,NA,"gravel open bluff",NA,NA,"slope 90 %",NA,NA,NA,NA,NA,NA,NA,2,"% cover",NA,NA,NA,NA,NA,49
