[pageNum],[numPage],[vName],[vSciName],[conf],[sciName],[date],[locality],[country],[stateProvince],[island],idQualifier,county,occStatus,habitat,assCollTaxa,assColl,locationRemarks,vTaxonRank,vElevM,vLat,vLon,vUTM,vCoordUncM,numPlantsCode,orgQuantity,orgQtype,occRemarks,phenology,recordedBy,idBy,dataEntryRemarks
24,,Vulpia sp.,Vulpia,h,Vulpia,20000411,Sidney Island; west end sand bank shore,Canada,British Columbia,Sidney Island,,,,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge, very thin understory",,,slope 70 %,,,,,,,1,,,,,,,
24,,Lonicera [l]?,Lonicera ledebourii,l,Lonicera involucrata,20000411,Sidney Island; west end sand bank shore,Canada,British Columbia,Sidney Island,,,,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge, very thin understory",,,slope 70 %,,,,,,,0,,,,,,,
24,,Cytisus,Cytisus scoparius,h,Cytisus scoparius,20000411,Sidney Island; west end sand bank shore,Canada,British Columbia,Sidney Island,,,,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge, very thin understory",,,slope 70 %,,,,,,,,2,count,,,,,
24,,Kindbergia oregana,Kindbergia oregana,h,Kindbergia oregana,20000411,Sidney Island; west end sand bank shore,Canada,British Columbia,Sidney Island,,,,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge, very thin understory",,,slope 70 %,,,,,,,1,,,,,,,
24,,Lactuca m,Lactuca muralis,h,Mycelis muralis,20000411,Sidney Island; west end sand bank shore,Canada,British Columbia,Sidney Island,,,,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge, very thin understory",,,slope 70 %,,,,,,,,,,,,,,
24,,Hypochaeris r,Hypochaeris radicata,h,Hypochaeris radicata,20000411,Sidney Island; west end sand bank shore,Canada,British Columbia,Sidney Island,,,,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge, very thin understory",,,slope 70 %,,,,,,,,,,,,,,
24,,Taraxacum off,Taraxacum officinale,h,Taraxacum officinale,20000411,Sidney Island; west end sand bank shore,Canada,British Columbia,Sidney Island,,,,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge, very thin understory",,,slope 70 %,,,,,,,0,,,,,,,
24,,Stellaria media,Stellaria media,h,Stellaria media,20000411,Sidney Island; west end sand bank shore,Canada,British Columbia,Sidney Island,,,,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge, very thin understory",,,slope 70 %,,,,,,,0,,,,,,,
24,,Montia perf,Montia perfoliata,h,Montia perfoliata,20000411,Sidney Island; west end sand bank shore,Canada,British Columbia,Sidney Island,,,,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge, very thin understory",,,slope 70 %,,,,,,,2,,,,,,,
24,,Luzula p,Luzula parviflora,l,Luzula parviflora,20000411,Sidney Island; west end sand bank shore,Canada,British Columbia,Sidney Island,,,,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge, very thin understory",,,slope 70 %,,,,,,,0,,,,,,,
24,,Symphoricarpos a,Symphoricarpos albus,h,Symphoricarpos albus,20000411,Sidney Island; west end sand bank shore,Canada,British Columbia,Sidney Island,,,,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge, very thin understory",,,slope 70 %,,,,,,,0,,,,,,,
24,,Holodiscus,Holodiscus discolor,m,Holodiscus discolor,20000411,Sidney Island; west end sand bank shore,Canada,British Columbia,Sidney Island,,,,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge, very thin understory",,,slope 70 %,,,,,,,0,,,,,,,
24,,Festuca o,,,,20000411,Sidney Island; west end sand bank shore,Canada,British Columbia,Sidney Island,,,,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge, very thin understory",,,slope 70 %,,,,,,,0,,,,,,,not sure of species
24,,Hieracium alb,Hieracium albiflorum,m,Hieracium albiflorum,20000411,Sidney Island; west end sand bank shore,Canada,British Columbia,Sidney Island,,,,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge, very thin understory",,,slope 70 %,,,,,,,0,,,,,,,
24,,Quercus garryana,Quercus garryana,h,Quercus garryana,20000411,Sidney Island; west end sand bank shore,Canada,British Columbia,Sidney Island,,,,"sand bank shore, Quercys garryana and Psuedotsuga menziesii  grove includes top of ridge, very thin understory",,,slope 70 %,,,,,,,0,,,,,,,
24,,Arbutus menziesii,Arbutus menziesii,h,Arbutus menziesii,20000411,Sidney Island; west end sand bank shore,Canada,British Columbia,Sidney Island,,,,gravel open bluff,,,slope 90 %,,,,,,,1,,,,,,,
24,,Acer macrophyllum,Acer macrophyllum,h,Acer macrophyllum,20000411,Sidney Island; west end sand bank shore,Canada,British Columbia,Sidney Island,,,,gravel open bluff,,,slope 90 %,,,,,,,1,,,,,,,
24,,Cytisus,Cytisus scoparius,h,Cytisus scoparius,20000411,Sidney Island; west end sand bank shore,Canada,British Columbia,Sidney Island,,,,gravel open bluff,,,slope 90 %,,,,,,,,50,% cover,,,,,
24,,Mahonia aquifolium,Mahonia aquifolium,h,Berberis aquifolium,20000411,Sidney Island; west end sand bank shore,Canada,British Columbia,Sidney Island,,,,gravel open bluff,,,slope 90 %,,,,,,,,2,% cover,,,,,
24,,DR,,,,20000411,Sidney Island; west end sand bank shore,Canada,British Columbia,Sidney Island,,,,gravel open bluff,,,slope 90 %,,,,,,,,5,% cover,,,,,
24,,,,,,20000411,Sidney Island; west end sand bank shore,Canada,British Columbia,Sidney Island,,,,gravel open bluff,,,slope 90 %,,,,,,,,,,,,,,
24,,,,,,20000411,Sidney Island; west end sand bank shore,Canada,British Columbia,Sidney Island,,,,gravel open bluff,,,slope 90 %,,,,,,,,,,,,,,
24,,,,,,20000411,Sidney Island; west end sand bank shore,Canada,British Columbia,Sidney Island,,,,gravel open bluff,,,slope 90 %,,,,,,,,,,,,,,
24,,,,,,20000411,Sidney Island; west end sand bank shore,Canada,British Columbia,Sidney Island,,,,gravel open bluff,,,slope 90 %,,,,,,,,,,,,,,
24,,,,,,20000411,Sidney Island; west end sand bank shore,Canada,British Columbia,Sidney Island,,,,gravel open bluff,,,slope 90 %,,,,,,,,,,,,,,
24,,,,,,20000411,Sidney Island; west end sand bank shore,Canada,British Columbia,Sidney Island,,,,gravel open bluff,,,slope 90 %,,,,,,,,,,,,,,
24,,,,,,20000411,Sidney Island; west end sand bank shore,Canada,British Columbia,Sidney Island,,,,gravel open bluff,,,slope 90 %,,,,,,,,,,,,,,
24,,,,,,20000411,Sidney Island; west end sand bank shore,Canada,British Columbia,Sidney Island,,,,gravel open bluff,,,slope 90 %,,,,,,,,,,,,,,
24,,,,,,20000411,Sidney Island; west end sand bank shore,Canada,British Columbia,Sidney Island,,,,gravel open bluff,,,slope 90 %,,,,,,,,,,,,,,
24,,,,,,20000411,Sidney Island; west end sand bank shore,Canada,British Columbia,Sidney Island,,,,gravel open bluff,,,slope 90 %,,,,,,,,,,,,,,
24,,,,,,20000411,Sidney Island; west end sand bank shore,Canada,British Columbia,Sidney Island,,,,gravel open bluff,,,slope 90 %,,,,,,,,,,,,,,
24,,,,,,20000411,Sidney Island; west end sand bank shore,Canada,British Columbia,Sidney Island,,,,gravel open bluff,,,slope 90 %,,,,,,,,,,,,,,
24,,,,,,20000411,Sidney Island; west end sand bank shore,Canada,British Columbia,Sidney Island,,,,gravel open bluff,,,slope 90 %,,,,,,,,,,,,,,
24,,,,,,20000411,Sidney Island; west end sand bank shore,Canada,British Columbia,Sidney Island,,,,gravel open bluff,,,slope 90 %,,,,,,,,,,,,,,
24,,,,,,20000411,Sidney Island; west end sand bank shore,Canada,British Columbia,Sidney Island,,,,gravel open bluff,,,slope 90 %,,,,,,,,,,,,,,
24,,,,,,20000411,Sidney Island; west end sand bank shore,Canada,British Columbia,Sidney Island,,,,gravel open bluff,,,slope 90 %,,,,,,,,,,,,,,
