"pageNum","numPage","vName","vSciName","conf","sciName","date","locality","country","stateProvince","island","idQualifier","county","occStatus","habitat","assCollTaxa","assColl","locationRemarks","vTaxonRank","vElevM","vLat","vLon","vUTM","vCoordUncM","numPlantsCode","orgQuantity","orgQtype","occRemarks","phenology","recordedBy","idBy","dataEntryRemarks"
3,5,"Potentilla palustris","Potentilla palustris","h","Comarum palustre",19960925,"Metchosin; Blinkhorn Lake","Canada","British Columbia","Vancouver Island",NA,"Metchosin","present","edges of lake",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
3,6,"Potamogeton natans","Potamogeton natans","h","Potamogeton natans",19960925,"Metchosin; Blinkhorn Lake","Canada","British Columbia","Vancouver Island",NA,"Metchosin","present","edges of lake",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
3,7,"Carex obnupta","Carex obnupta","h","Carex obnupta",19960925,"Metchosin; Blinkhorn Lake","Canada","British Columbia","Vancouver Island",NA,"Metchosin","present","edges of lake",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
3,8,"Agrostis scabra","Agrostis scabra","h","Agrostis scabra",19960925,"Metchosin; Blinkhorn Lake","Canada","British Columbia","Vancouver Island",NA,"Metchosin","present","edges of lake",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
3,9,"Lycopus uniflorus","Lycopus uniflorus","h","Lycopus uniflorus",19960925,"Metchosin; Blinkhorn Lake","Canada","British Columbia","Vancouver Island",NA,"Metchosin","present","edges of lake",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
3,10,"Sphagnum","Sphagnum","h","Sphagnum",19961030,"Saltspring Island; 6.0 kilometer lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","floating in lake",NA,NA,"mostly open water in lake with Sphagnum mats","genus",NA,NA,NA,NA,NA,NA,NA,NA,"2 Sphagnum mats in lake",NA,"Harvey Janszen",NA,NA
3,12,"Carex interior","Carex interior","h","Carex interior",19961030,"Saltspring Island; 6.0 kilometer lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present",NA,"Carex acuta, Rhynchospora alba","2634, 2635",NA,"species",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Harvey Janszen",NA,NA
4,2,"Ledum groenlandicum","Ledum groenlandicum","h","Rhododendron groenlandicum",19961030,"Saltspring Island; 6.0 kilometer lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present",NA,"Carex acuta, Rhynchospora alba","2634, 2635",NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
4,3,"Agrostis scabra","Agrostis scabra","h","Agrostis scabra",19961030,"Saltspring Island; 6.0 kilometer lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present",NA,"Carex acuta, Rhynchospora alba","2634, 2635",NA,"species",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Harvey Janszen",NA,NA
4,4,"Drosera rotundifolia","Drosera rotundifolia","h","Drosera rotundifolia",19961030,"Saltspring Island; 6.0 kilometer lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present",NA,"Carex acuta, Rhynchospora alba","2634, 2635",NA,"species",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Harvey Janszen",NA,NA
4,5,"Spiraea douglasii","Spiraea douglasii","h","Spiraea douglasii",19961030,"Saltspring Island; 6.0 kilometer lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present",NA,"Carex acuta, Rhynchospora alba","2634, 2635",NA,"species",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Harvey Janszen",NA,NA
4,6,"Hypericum anagalloides","Hypericum anagalloides","h","Hypericum anagalloides",19961030,"Saltspring Island; 6.0 kilometer lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present",NA,"Carex acuta, Rhynchospora alba","2634, 2635",NA,"species",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Harvey Janszen",NA,NA
4,7,"Viola palustris","Viola palustris","h","Viola palustris",19961030,"Saltspring Island; 6.0 kilometer lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present",NA,"Carex acuta, Rhynchospora alba","2634, 2635",NA,"species",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Harvey Janszen",NA,NA
4,8,"Dulichium arundinaceum","Dulichium arundinaceum","m","Dulichium arundinaceum",19961030,"Saltspring Island; 6.0 kilometer lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present",NA,"Carex acuta, Rhynchospora alba","2634, 2635",NA,"species",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Harvey Janszen",NA,NA
4,9,"Carex lenticularis","Carex lenticularis","h","Carex lenticularis",19961030,"Saltspring Island; 6.0 kilometer lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present",NA,"Carex acuta, Rhynchospora alba","2634, 2635",NA,"species",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Harvey Janszen",NA,NA
4,10,"Carex excissata","Carex exsiccata","h","Carex exsiccata",19961030,"Saltspring Island; 6.0 kilometer lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present",NA,"Carex acuta, Rhynchospora alba","2634, 2635",NA,"species",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"Harvey Janszen",NA,NA
4,11,"Potentilla palustris","Potentilla palustris","h","Comarum palustre",19961030,"Saltspring Island; 6.0 kilometer lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present",NA,"Carex acuta, Rhynchospora alba","2634, 2635",NA,"species",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Harvey Janszen",NA,NA
4,12,"Lycopus unif","Lycopus uniflorus","m","Lycopus uniflorus",19961030,"Saltspring Island; 6.0 kilometer lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present",NA,"Carex acuta, Rhynchospora alba","2634, 2635",NA,"species",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Harvey Janszen",NA,NA
4,13,"Juncus ensifolius","Juncus ensifolius","h","Juncus ensifolius",19961030,"Saltspring Island; 6.0 kilometer lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present",NA,"Carex acuta, Rhynchospora alba","2634, 2635",NA,"species",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Harvey Janszen",NA,NA
4,16,"Kalmia polifolia","Kalmia polifolia","m","Kalmia polifolia",19961030,"Saltspring Island; 6.0 kilometer lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present",NA,"Carex acuta, Rhynchospora alba","2634, 2635",NA,"species",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"Harvey Janszen",NA,NA
4,19,"Ranunculus flammula","Ranunculus flammula","h","Ranunculus flammula",19961030,"Saltspring Island; 6.0 kilometer lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","shore",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
4,20,"Carex lasiocarpa","Carex lasiocarpa","h","Carex lasiocarpa",19961030,"Saltspring Island; 6.0 kilometer lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","shore",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
5,1,"Carex excissata","Carex exsiccata","h","Carex exsiccata",19961030,"Saltspring Island; 5.6 kilometer fen","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","fen",NA,NA,NA,"species",NA,NA,NA,NA,NA,5,NA,NA,NA,NA,"Harvey Janszen",NA,NA
5,2,"Juncus effusus","Juncus effusus","h","Juncus effusus",19961030,"Saltspring Island; 5.6 kilometer fen","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","fen",NA,NA,NA,"species",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Harvey Janszen",NA,NA
5,3,"Torreyochloa pauciflora","Torreyochloa pallida pauciflora","h","Torreyochloa pallida pauciflora",19961030,"Saltspring Island; 5.6 kilometer fen","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","fen",NA,NA,NA,"species",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"Harvey Janszen",NA,NA
5,4,"Salix scouleriana","Salix scouleriana","h","Salix scouleriana",19961030,"Saltspring Island; 5.6 kilometer fen","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","edge of fen",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
5,5,"Scirpus acutus","Schoenoplectus acutus","h","Schoenoplectus acutus",19961030,"Saltspring Island; Cusheon Lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","edge of lake","Potamogeton obtusifolius","2636",NA,"species",NA,NA,NA,NA,NA,5,NA,NA,NA,NA,"Harvey Janszen",NA,NA
5,6,"Typha latifolia","Typha latifolia","h","Typha latifolia",19961030,"Saltspring Island; Cusheon Lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","edge of lake","Potamogeton obtusifolius","2636",NA,"species",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Harvey Janszen",NA,NA
5,7,"Potentilla palustris","Potentilla palustris","h","Comarum palustre",19961030,"Saltspring Island; Cusheon Lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","edge of lake","Potamogeton obtusifolius","2636",NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
5,8,"Potamogeton amplifolius","Potamogeton amplifolius","h","Potamogeton amplifolius",19961030,"Saltspring Island; Cusheon Lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","edge of lake","Potamogeton obtusifolius","2636",NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
5,9,"Elodea canadensis","Elodea canadensis","h","Elodea canadensis",19961030,"Saltspring Island; Cusheon Lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","edge of lake","Potamogeton obtusifolius","2636",NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
5,10,"Potamogeton robbinsii","Potamogeton robbinsii","h","Potamogeton robbinsii",19961030,"Saltspring Island; Cusheon Lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","edge of lake","Potamogeton obtusifolius","2636",NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
5,11,"Nuphar p","Nuphar polysepala","m","Nuphar polysepala",19961030,"Saltspring Island; Cusheon Lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","edge of lake","Potamogeton obtusifolius","2636",NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
5,12,"Cicuta douglasii","Cicuta douglasii","h","Cicuta douglasii",19961030,"Saltspring Island; Cusheon Lake; east end of lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","edge of lake",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
5,13,"Sium suave","Sium suave","h","Sium suave",19961030,"Saltspring Island; Cusheon Lake; east end of lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","edge of lake",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
5,14,"Lythrum thyrsiflora","Lythrum thyrsiflora","h","Lysimachia thyrsiflora",19961030,"Saltspring Island; Cusheon Lake; north end of lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","edge of lake",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
5,16,"Salix scouler","Salix scouleriana","h","Salix scouleriana",19961030,"Saltspring Island; Cusheon Lake; north end of lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","shore",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
5,17,"Cornus stolonifera","Cornus sericea","h","Cornus sericea",19961030,"Saltspring Island; Cusheon Lake; north end of lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","shore",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
5,18,"Spiraea d","Spiraea douglasii","h","Spiraea douglasii",19961030,"Saltspring Island; Cusheon Lake; north end of lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","shore",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
6,1,"Typha l","Typha latifolia","m","Typha latifolia",19961030,"Saltspring Island; Bullocks Pond","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","shore",NA,NA,NA,"species",NA,NA,NA,NA,NA,5,NA,NA,NA,NA,"Harvey Janszen",NA,"uncertain of specific epiphet"
6,2,"Spiraea d","Spiraea douglasii","h","Spiraea douglasii",19961030,"Saltspring Island; Bullocks Pond","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","shore",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
6,3,"Salix sarale","Salix scouleriana","l","Salix scouleriana",19961030,"Saltspring Island; Bullocks Pond","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","shore, behind Potentilla palustris (Comarum palustre)",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,"uncertain of specific epiphet"
6,4,"Potentilla p","Potentilla palustris","h","Comarum palustre",19961030,"Saltspring Island; Bullocks Pond","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","shore",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
6,5,"Lemna minor","Lemna minor","h","Lemna minor",19961030,"Saltspring Island; Bullocks Pond","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","shore",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
6,7,"Oenanthe sarmentosa","Oenanthe sarmentosa","h","Oenanthe sarmentosa",19961030,"Saltspring Island; Bullocks Pond","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present",NA,NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
6,8,"Lycopus unif","Lycopus uniflorus","h","Lycopus uniflorus",19961030,"Saltspring Island; Bullocks Pond","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present",NA,NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
6,9,"Phalaris arundinacea","Phalaris arundinacea","h","Phalaris arundinacea",19961030,"Saltspring Island; Bullocks Pond","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present",NA,NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
6,10,"Nuphar p","Nuphar polysepala","h","Nuphar polysepala",19961030,"Saltspring Island; Maxwell Lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present",NA,"Potamogeton obtusifolius, Carex acuta, Ranunculus aquatilis, Callitriche","2637, 2638, 2640, 2641",NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
6,11,"Ranunculus flammula","Ranunculus flammula","h","Ranunculus flammula",19961030,"Saltspring Island; Maxwell Lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present",NA,"Potamogeton obtusifolius, Carex acuta, Ranunculus aquatilis, Callitriche","2637, 2638, 2640, 2641",NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
6,12,"Spiraea d","Spiraea douglasii","h","Spiraea douglasii",19961030,"Saltspring Island; Maxwell Lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present",NA,"Potamogeton obtusifolius, Carex acuta, Ranunculus aquatilis, Callitriche","2637, 2638, 2640, 2641",NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
6,13,"Potamogeton robbinsii","Potamogeton robbinsii","h","Potamogeton robbinsii",19961030,"Saltspring Island; Maxwell Lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present",NA,"Potamogeton obtusifolius, Carex acuta, Ranunculus aquatilis, Callitriche","2637, 2638, 2640, 2641",NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
6,14,"Sparganium em","Sparganium emersum","h","Sparganium emersum",19961030,"Saltspring Island; Maxwell Lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present",NA,"Potamogeton obtusifolius, Carex acuta, Ranunculus aquatilis, Callitriche","2637, 2638, 2640, 2641",NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
6,15,"Sium suave","Sium suave","h","Sium suave",19961030,"Saltspring Island; Maxwell Lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present",NA,"Potamogeton obtusifolius, Carex acuta, Ranunculus aquatilis, Callitriche","2637, 2638, 2640, 2641",NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
6,18,"Carex lasiocarpa","Carex lasiocarpa","h","Carex lasiocarpa",19961030,"Saltspring Island; Maxwell Lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present",NA,"Potamogeton obtusifolius, Carex acuta, Ranunculus aquatilis, Callitriche","2637, 2638, 2640, 2641",NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
6,19,"Agrostis scabra","Agrostis scabra","h","Agrostis scabra",19961030,"Saltspring Island; Maxwell Lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present",NA,"Potamogeton obtusifolius, Carex acuta, Ranunculus aquatilis, Callitriche","2637, 2638, 2640, 2641",NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
7,1,"Juncus ensifolius","Juncus ensifolius","h","Juncus ensifolius",19961030,"Saltspring Island; Maxwell Lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present",NA,"Potamogeton obtusifolius, Carex acuta, Ranunculus aquatilis, Callitriche","2637, 2638, 2640, 2641",NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
7,2,"Lythrum thyrsiflora","Lythrum thyrsiflora","h","Lysimachia thyrsiflora",19961030,"Saltspring Island; Maxwell Lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present",NA,"Potamogeton obtusifolius, Carex acuta, Ranunculus aquatilis, Callitriche","2637, 2638, 2640, 2641",NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
7,3,"Torreyochloa pauciflora","Torreyochloa pallida pauciflora","h","Torreyochloa pallida pauciflora",19961030,"Saltspring Island; Maxwell Lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present",NA,"Potamogeton obtusifolius, Carex acuta, Ranunculus aquatilis, Callitriche","2637, 2638, 2640, 2641",NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
7,4,"Hypericum anagalloides","Hypericum anagalloides","h","Hypericum anagalloides",19961030,"Saltspring Island; Maxwell Lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present",NA,"Potamogeton obtusifolius, Carex acuta, Ranunculus aquatilis, Callitriche","2637, 2638, 2640, 2641",NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
7,5,"Scirpus acutus","Scirpus acutus","h","Scirpus acutus",19961030,"Saltspring Island; Maxwell Lake; lower end of lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","Scirpus acutus and Spiraea swamp",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
7,6,"Spiraea","Spiraea","h","Spiraea",19961030,"Saltspring Island; Maxwell Lake; lower end of lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","Scirpus acutus and Spiraea swamp",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
7,7,"Eleocharis p","Eleocharis palustris","h","Eleocharis palustris",19961030,"Saltspring Island; Maxwell Lake; lower end of lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","Scirpus acutus and Spiraea swamp",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
7,9,"Sparganium e","Sparganium e","h","Sparganium e",19961030,"Saltspring Island; Maxwell Lake; lower end of lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","Scirpus acutus and Spiraea swamp",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,"uncertain of specific epiphet. Previous page had ""em"" for emersum. Does just ""e"" mean Sparganium eurycarpum?"
7,10,"Typha l","Typha latifolia","m","Typha latifolia",19961030,"Saltspring Island; Maxwell Lake; lower end of lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","Scirpus acutus and Spiraea swamp",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
7,11,"Carex exciccata","Carex exsiccata","h","Carex exsiccata",19961030,"Saltspring Island; Maxwell Lake; lower end of lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","Scirpus acutus and Spiraea swamp",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
7,12,"Myosotis laxa","Myosotis laxa","h","Myosotis laxa",19961030,"Saltspring Island; Maxwell Lake; lower end of lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","Scirpus acutus and Spiraea swamp",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
7,13,"Typha","Typha","h","Typha",19961030,"Saltspring Island; Blackburn Lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","edge of lake",NA,NA,NA,"genus",NA,NA,NA,NA,NA,5,NA,NA,"mostly Typha at edge",NA,"Harvey Janszen",NA,NA
7,14,"Nuphar p","Nuphar polysepala","h","Nuphar polysepala",19961030,"Saltspring Island; Blackburn Lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","edge of lake",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
7,15,"Potamogeton robinsii","Potamogeton robinsii","h","Potamogeton robinsii",19961030,"Saltspring Island; Blackburn Lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","edge of lake",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,"Potamogeton as Cusheon lake ex amplif",NA,"Harvey Janszen",NA,NA
7,16,"Potentilla palustris","Potentilla palustris","h","Comarum palustre",19961030,"Saltspring Island; Blackburn Lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","edge of lake",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA
